iter	Logloss
0	0.5632654144
1	0.4674715841
2	0.3912489409
3	0.3380661544
4	0.2869503415
5	0.2493567893
6	0.2202246019
7	0.1916427262
8	0.1780877937
9	0.1651519743
10	0.1498987264
11	0.1379235261
12	0.1257618645
13	0.117845298
14	0.110513792
15	0.1055910379
16	0.09999054042
17	0.09693449976
18	0.09273080932
19	0.08943286461
20	0.08649554525
21	0.08077975426
22	0.07796612484
23	0.07627418549
24	0.07287430498
25	0.07138600261
26	0.06912810336
27	0.06653088769
28	0.06165326093
29	0.06023116351
30	0.05823396499
31	0.05606343843
32	0.05486895986
33	0.0537088201
34	0.05247811103
35	0.05121855344
36	0.04992347065
37	0.04823819257
38	0.04721303092
39	0.04540072805
40	0.04445548382
41	0.04278543717
42	0.04168460312
43	0.04057338621
44	0.03989207085
45	0.03888609185
46	0.03788418362
47	0.03705134387
48	0.03647594012
49	0.03547853621
50	0.03453675631
51	0.03303021685
52	0.03172917607
53	0.03135205883
54	0.03030941596
55	0.02967362425
56	0.02916880768
57	0.0284603324
58	0.02724479376
59	0.02619765529
60	0.02585917133
61	0.02523469385
62	0.02460665478
63	0.02425799585
64	0.02399019869
65	0.02356936756
66	0.02320871942
67	0.0225807166
68	0.02237475877
69	0.02202022152
70	0.02166794625
71	0.0208126891
72	0.02025371326
73	0.01978561879
74	0.01946062767
75	0.01905269356
76	0.01885378303
77	0.01844085672
78	0.0181837041
79	0.01774235509
80	0.01761003063
81	0.01711504773
82	0.01693742423
83	0.01650158922
84	0.01626318996
85	0.01601766011
86	0.0157838558
87	0.01558036005
88	0.01515255552
89	0.01495067195
90	0.01447719122
91	0.0143472982
92	0.01389504772
93	0.01377462409
94	0.0136496501
95	0.01334827481
96	0.01299859277
97	0.01272018132
98	0.01248716525
99	0.01234282376
100	0.012200728
101	0.01206381958
102	0.01190744692
103	0.01174049257
104	0.01161575538
105	0.01115935649
106	0.01107901009
107	0.01094288394
108	0.01078315247
109	0.01058678773
110	0.01046104129
111	0.01025649408
112	0.01011055996
113	0.009991934204
114	0.009785806116
115	0.009673265733
116	0.009553815018
117	0.009354444802
118	0.0092067314
119	0.009093899569
120	0.008919357863
121	0.00870554813
122	0.008591345626
123	0.008496708786
124	0.008448170057
125	0.008290314707
126	0.008233537969
127	0.008146732763
128	0.007843515609
129	0.007676623399
130	0.007542984697
131	0.007455873212
132	0.007290313884
133	0.007187806715
134	0.007105682563
135	0.006998241561
136	0.006862295552
137	0.006769072069
138	0.006712972616
139	0.006638013
140	0.006584574477
141	0.006477572193
142	0.006328516346
143	0.006245714359
144	0.006029181544
145	0.005878094841
146	0.005834693484
147	0.00575516676
148	0.005727211653
149	0.005657603239
150	0.005586938523
151	0.005538196724
152	0.005503239596
153	0.005449717449
154	0.005399098649
155	0.005323000018
156	0.005251690198
157	0.00515076936
158	0.00512323953
159	0.005067781441
160	0.004982830277
161	0.004892001968
162	0.004848536451
163	0.00479799961
164	0.004750198868
165	0.004693579276
166	0.00465436732
167	0.004579155491
168	0.004519190605
169	0.004482137781
170	0.004416669244
171	0.00438996461
172	0.004352576349
173	0.004301638224
174	0.004280665365
175	0.0041812048
176	0.004091236202
177	0.004046202567
178	0.004024723353
179	0.004003702065
180	0.003955065899
181	0.003926609015
182	0.003898775503
183	0.003864809606
184	0.003812504449
185	0.00379035896
186	0.003771419054
187	0.003730294738
188	0.003641119821
189	0.003616684727
190	0.003524442794
191	0.00349759337
192	0.003461203141
193	0.003431227716
194	0.003413800964
195	0.003413783195
196	0.003413777471
197	0.003380403225
198	0.003345033036
199	0.003300991889
200	0.003280822467
201	0.003245895758
202	0.003208520286
203	0.003182836587
204	0.003164733911
205	0.003126659674
206	0.003090726029
207	0.003080155905
208	0.003044123787
209	0.003006916862
210	0.002980409318
211	0.002945921945
212	0.00292455934
213	0.002879401438
214	0.002843295078
215	0.002808862537
216	0.002786114422
217	0.002756614316
218	0.002732196917
219	0.002722093248
220	0.002710377885
221	0.002676584635
222	0.002656779835
223	0.002622023367
224	0.002594974361
225	0.002579604599
226	0.002563566927
227	0.002547057319
228	0.002539010024
229	0.002526601592
230	0.002509878365
231	0.002486745903
232	0.002460632
233	0.002428285494
234	0.002415677752
235	0.00240033424
236	0.002400315986
237	0.002400315986
238	0.002400315986
239	0.002400315986
240	0.002371362756
241	0.002356941758
242	0.0023251733
243	0.002302737025
244	0.002285050504
245	0.002285040303
246	0.00228503267
247	0.002285025368
248	0.002285025368
249	0.002285024259
250	0.002285017453
251	0.002285009255
252	0.002285009255
253	0.002285001234
254	0.002284988649
255	0.002284988649
256	0.00228498719
257	0.002284968043
258	0.002284965897
259	0.002284945689
260	0.002284938896
261	0.00228493289
262	0.002284918935
263	0.002284907366
264	0.002284907366
265	0.002284895704
266	0.002284895704
267	0.002284888161
268	0.002284874099
269	0.002284839195
270	0.002284843329
271	0.002284818515
272	0.002284818515
273	0.002284818515
274	0.00228480631
275	0.002284800747
276	0.002284800747
277	0.002284800747
278	0.00228479405
279	0.002284788485
280	0.002284782585
281	0.002284782585
282	0.002284767955
283	0.002284767955
284	0.002284767955
285	0.002284767955
286	0.002284767955
287	0.002284767812
288	0.002284767812
289	0.002284767812
290	0.002284763352
291	0.002284742477
292	0.002284739337
293	0.002284732123
294	0.00228472047
295	0.002284724635
296	0.002284724635
297	0.00228470757
298	0.002284704364
299	0.002284704364
300	0.002284704364
301	0.002268751622
302	0.002268751622
303	0.002268751622
304	0.002268751622
305	0.002268751622
306	0.002268751622
307	0.002268751622
308	0.002268751622
309	0.002268751622
310	0.002268751622
311	0.002268751622
312	0.002268751622
313	0.002268751622
314	0.002268751622
315	0.002253778291
316	0.002253727117
317	0.002253727117
318	0.002253727117
319	0.002253727117
320	0.00225373846
321	0.00225373846
322	0.002253722782
323	0.002253722782
324	0.002253722782
325	0.002206474813
326	0.002206471209
327	0.00220647085
328	0.002206449122
329	0.002206440069
330	0.002206414574
331	0.002206399784
332	0.002206371402
333	0.002206356435
334	0.002206348836
335	0.002206335191
336	0.002206314653
337	0.00220630488
338	0.002206305656
339	0.002206294414
340	0.002206285704
341	0.002206276326
342	0.002206264736
343	0.002206270511
344	0.002206265514
345	0.002206267156
346	0.002206247075
347	0.002206245115
348	0.002206239376
349	0.002206228809
350	0.002206230846
351	0.00220621963
352	0.002206227476
353	0.002206218206
354	0.002206216145
355	0.002206207569
356	0.002206212391
357	0.002206207678
358	0.002206176414
359	0.002206143332
360	0.002206144707
361	0.00220614444
362	0.002206135719
363	0.002206132849
364	0.002206132485
365	0.002206118198
366	0.002206134072
367	0.002206124913
368	0.002206118944
369	0.002206114836
370	0.002206115464
371	0.002206110591
372	0.00220610175
373	0.002206107294
374	0.002206104179
375	0.002206089067
376	0.002206094537
377	0.002206095948
378	0.002206088379
379	0.00220607904
380	0.002206082581
381	0.002206070889
382	0.002206057492
383	0.0022060589
384	0.002206049735
385	0.002206045976
386	0.002206040289
387	0.002206040289
388	0.002206040289
389	0.002206025853
390	0.002206016419
391	0.002206016419
392	0.002180429697
393	0.002174370248
394	0.002174354558
395	0.002174342554
396	0.002174322944
397	0.002174322944
398	0.002174322944
399	0.002174320955
400	0.002174303843
401	0.002174296242
402	0.002174268086
403	0.002174260871
404	0.002174228491
405	0.002174228491
406	0.002174219636
407	0.002174219636
408	0.002174219636
409	0.002174219636
410	0.002174218968
411	0.002174218968
412	0.002174218968
413	0.002174220746
414	0.002174220746
415	0.002174220746
416	0.002174220746
417	0.002174220746
418	0.002160197037
419	0.002160169237
420	0.002160169237
421	0.00216017161
422	0.00216017161
423	0.00216017161
424	0.00216017161
425	0.00216017161
426	0.00216017161
427	0.00216017161
428	0.002160159063
429	0.002160149655
430	0.002160149655
431	0.00216014264
432	0.00216014264
433	0.002160136054
434	0.002160136054
435	0.002160126931
436	0.00216012023
437	0.002160120148
438	0.002160120148
439	0.002160120148
440	0.002160100746
441	0.002160100746
442	0.002160105848
443	0.002160105848
444	0.002160105848
445	0.002160092082
446	0.002160092082
447	0.002160082943
448	0.002160076811
449	0.002160076811
450	0.002160075674
451	0.002160075674
452	0.002160075674
453	0.002160075674
454	0.002160062918
455	0.002160062918
456	0.002160062918
457	0.002160062918
458	0.002160060646
459	0.002160060646
460	0.002160060646
461	0.00216005439
462	0.00216005439
463	0.00216005439
464	0.002160021877
465	0.002160021877
466	0.002160021877
467	0.002160003979
468	0.002160003979
469	0.002160003979
470	0.002160003979
471	0.002160003979
472	0.002160003979
473	0.002160003979
474	0.002159994171
475	0.002159994171
476	0.002159994171
477	0.00215998462
478	0.00215998462
479	0.002159989775
480	0.002159974278
481	0.002159970577
482	0.002159970577
483	0.002159970577
484	0.002159970577
485	0.002159969397
486	0.002159969397
487	0.002159965011
488	0.002159965011
489	0.002159949955
490	0.002159943903
491	0.002159943903
492	0.002159943903
493	0.002159943915
494	0.002159943915
495	0.002159943915
496	0.002159941788
497	0.002159941788
498	0.002159941788
499	0.00215993702
